age,gender,country,daily_usage_hours,primary_platform,num_platforms_used,purpose,avg_session_minutes,night_usage,mental_health_score,addiction_level,screen_time_before_sleep
16,Male,Canada,6.432681601,YouTube,2,Entertainment,39.16489637,0,4.041649295,High,20.25254534
24,Female,India,1.820920205,TikTok,2,Entertainment,25.65388432,1,9.628994179,Low,37.21320325
20,Female,USA,3.692134613,TikTok,2,Socializing,12.60156458,0,7.054981319,Medium,13.42259857
25,Female,USA,2.128371641,Instagram,2,Socializing,22.74260103,1,9.333384529,Low,35.81743366
27,Male,Germany,3.338853453,YouTube,5,Entertainment,13.83635345,1,8.10049737,Medium,0
21,Male,Canada,4.328472064,Snapchat,3,Entertainment,28.5435462,1,6.651764859,Medium,55.44095405
19,Male,India,3.634236343,YouTube,2,Socializing,21.70969852,1,8.434579786,Medium,38.73543134
13,Female,UK,5.276442376,YouTube,2,Education,32.92346882,1,5.715954339,High,30.86243782
15,Female,UK,1.852001386,YouTube,2,Socializing,18.95311855,0,9.24217093,Low,41.7901669
25,Female,Brazil,3.469258577,TikTok,4,Education,38.66783797,1,8.44085908,Medium,13.47048741
24,Male,Canada,2.883848391,TikTok,1,Entertainment,5,1,7.2171434,Medium,42.80725863
26,Male,Australia,1.693051214,Instagram,2,Education,34.25312636,1,8.142065836,Low,14.5259282
21,Female,India,3.482797555,Twitter,4,Education,23.64812832,0,5.876337353,Medium,26.58101492
27,Male,India,4.306393639,Instagram,2,Socializing,14.9983824,1,8.72697738,Medium,31.12204716
24,Male,India,3.321471531,TikTok,1,Entertainment,28.05972239,1,6.809877778,Medium,27.53967613
13,Female,Germany,0.69362862,YouTube,3,Education,22.87377227,1,9.835618894,Low,54.73510579
21,Female,Germany,4.908349346,Snapchat,5,Entertainment,46.79524508,1,5.014456054,Medium,48.19976977
20,Male,UK,4.951360259,YouTube,2,Education,5,0,6.576503079,Medium,98.97229404
13,Male,Germany,4.615084286,Twitter,2,Socializing,10.88751135,1,6.585021155,Medium,17.14596713
18,Female,Brazil,2.310720849,Instagram,1,Socializing,25.8144432,0,8.236687074,Low,24.56483149
17,Female,India,2.730600246,YouTube,2,Entertainment,25.82201359,1,8.911476937,Medium,58.22963985
18,Male,India,4.929740617,YouTube,3,Education,17.26192944,0,8.607219295,Medium,7.93881909
22,Male,USA,1.62443558,Instagram,4,Socializing,27.47615126,1,7.296313129,Low,57.82349574
24,Female,Canada,0.691231698,Instagram,4,Socializing,22.77688538,0,10,Low,20.93967324
25,Other,India,1.306966921,TikTok,4,Education,43.15722113,1,8.673303938,Low,37.96460367
25,Female,Australia,6.717797595,Twitter,4,Socializing,10.74877149,1,4.750761283,High,14.49359358
25,Female,India,3.265140042,Twitter,3,Socializing,22.67520421,0,7.147536146,Medium,35.54819203
27,Male,USA,5.055452693,Instagram,4,Socializing,17.97287681,1,5.172586768,High,59.95761551
17,Female,USA,7.161742712,YouTube,2,Entertainment,48.67646516,1,4.22875878,High,37.72618006
18,Male,UK,4.72047684,Instagram,2,Education,32.54647851,0,6.021432078,Medium,23.39990607
17,Male,Brazil,5.747458778,Snapchat,1,News,33.32008852,1,4.783429217,High,16.56610684
23,Male,India,6.534897788,YouTube,1,Entertainment,36.67371722,0,5.717646994,High,0
24,Female,Canada,4.339034891,Twitter,4,Education,6.998071988,0,6.725307462,Medium,54.53163435
17,Male,India,3.200216351,Instagram,1,Socializing,31.19300469,1,7.228297963,Medium,64.53010301
16,Male,UK,0.5,Instagram,4,Entertainment,28.06262153,1,9.491175335,Low,49.72201616
15,Female,Canada,3.903086846,Instagram,3,Entertainment,35.01996626,0,6.121464314,Medium,70.24956987
15,Male,Germany,5.674472025,Twitter,4,Entertainment,23.4313325,0,6.348668358,High,55.60036902
16,Female,Germany,1.862472746,YouTube,4,Socializing,5,0,8.14094085,Low,34.84490077
21,Male,India,5.933971037,Snapchat,3,Entertainment,25.12660347,1,5.533051067,High,18.09960019
14,Male,UK,3.761955607,Instagram,4,Education,27.31471295,1,6.377580904,Medium,24.01387808
27,Female,USA,1.318993314,Instagram,4,Socializing,8.563947141,1,9.439324797,Low,63.38109815
21,Male,India,2.634916822,YouTube,2,Education,17.23336943,1,6.495673565,Medium,9.334513846
13,Male,India,3.052603316,TikTok,1,Entertainment,17.58572339,1,9.361749471,Medium,39.53113292
26,Male,Brazil,1.872690291,TikTok,5,Entertainment,25.33040852,1,8.93271848,Low,0
27,Female,USA,1.387670489,TikTok,3,Education,14.90284426,0,9.791357292,Low,29.56654493
27,Female,USA,5.851479013,TikTok,3,Entertainment,44.71894482,1,4.997953158,High,29.62728067
13,Male,India,3.368544831,Instagram,2,Socializing,36.47641914,1,4.217163155,Medium,93.92069112
17,Male,UK,5.633644656,TikTok,2,Entertainment,30.39798954,0,5.480946649,High,55.00948074
18,Female,Germany,4.476347247,YouTube,3,Entertainment,11.14243033,1,6.027377965,Medium,88.31384293
18,Male,USA,4.302729508,Twitter,5,Content Creation,16.75450324,1,6.186172637,Medium,43.50139156
15,Other,India,4.393590535,Twitter,3,Education,17.04700408,1,4.906574397,Medium,46.22427116
19,Female,Canada,3.748853671,Twitter,4,Socializing,31.46197826,0,5.292983134,Medium,22.50984422
21,Female,India,3.975653386,Instagram,3,Entertainment,21.45401382,0,7.959403804,Medium,48.18279858
23,Female,India,3.940130075,YouTube,4,Socializing,5,0,7.129717591,Medium,52.79040025
24,Female,Canada,2.705303912,Snapchat,4,Socializing,33.69116473,0,9.297518057,Medium,58.9202824
22,Male,India,4.137658378,YouTube,3,Education,32.17984646,1,5.31197122,Medium,27.3018983
20,Female,Germany,2.568671959,Snapchat,5,Education,28.22840351,0,8.020493256,Medium,4.712212712
18,Female,USA,1.779057877,TikTok,2,Entertainment,30.93510525,1,8.962986481,Low,32.82737002
24,Female,Germany,1.725974519,Snapchat,1,Socializing,28.05790399,1,9.607742949,Low,64.42805288
20,Female,USA,1.63291125,YouTube,4,Education,29.17204175,0,8.271004892,Low,62.64899469
24,Female,Brazil,3.289919474,YouTube,3,News,19.50736084,0,8.101015389,Medium,24.8012753
17,Female,India,3.861510714,TikTok,3,Socializing,24.35764588,0,5.851486034,Medium,0
20,Male,India,3.844397693,Instagram,2,Education,21.92930378,1,6.75572985,Medium,9.4531958
22,Other,UK,4.182826701,TikTok,2,Education,30.54386363,0,6.43223704,Medium,42.58434923
24,Female,UK,3.748352484,Instagram,5,News,31.67925408,1,7.618373817,Medium,88.70380437
16,Female,UK,0.5,TikTok,5,Entertainment,43.26952299,1,9.905573428,Low,14.94262993
22,Male,India,2.073450708,TikTok,3,Entertainment,26.69384974,0,7.980285021,Low,48.69722055
20,Male,UK,3.617830031,Instagram,1,Entertainment,22.85158409,0,7.718757441,Medium,43.00227649
22,Male,USA,2.684128299,Instagram,5,Socializing,20.58061109,1,7.4408671,Medium,16.34311912
24,Female,Australia,2.943421818,YouTube,4,Entertainment,20.88738696,1,7.203906342,Medium,61.64790759
14,Male,Germany,8.639557368,Instagram,2,Content Creation,21.99085226,0,2.99849146,High,18.22956102
24,Male,India,4.678030986,YouTube,3,News,32.91644048,1,6.222189646,Medium,49.37448383
24,Female,Canada,4.020554758,Snapchat,4,Entertainment,19.27741215,1,7.058946491,Medium,30.6185828
17,Male,India,3.916662641,Instagram,2,News,33.34228274,0,5.021503628,Medium,48.32139369
21,Female,USA,5.835123112,TikTok,1,Socializing,35.83879914,1,5.332197257,High,3.083590789
16,Female,Australia,1.021554627,Twitter,5,Entertainment,16.69925576,1,7.60098019,Low,20.43882545
23,Female,USA,1.972775954,YouTube,4,Entertainment,26.32301573,1,8.117572114,Low,70.94369141
18,Female,Canada,5.003921604,Snapchat,2,Entertainment,27.57748824,1,7.864678792,High,40.5712843
27,Female,India,4.41305385,TikTok,5,Socializing,23.16841265,1,7.028924368,Medium,4.548310848
13,Male,Germany,2.641964284,Instagram,3,Entertainment,14.11588181,1,8.370207086,Medium,14.98410821
21,Other,India,1.20357917,TikTok,2,Education,38.9666247,0,9.354455985,Low,37.11932633
13,Male,Australia,5.977884714,TikTok,5,Entertainment,24.85249558,1,4.76871654,High,49.94842986
17,Male,India,4.130926876,Instagram,3,Education,17.75958373,1,6.722847236,Medium,40.15952647
16,Male,India,3.145707227,YouTube,1,Entertainment,18.86689949,1,6.162274475,Medium,33.66547574
25,Female,India,4.724834197,Instagram,5,Content Creation,27.43195013,1,5.592731124,Medium,54.41825264
24,Female,Australia,1.548471214,Snapchat,2,Entertainment,24.88818512,0,8.383875056,Low,20.72781568
25,Female,Brazil,4.890152495,TikTok,5,Entertainment,20.76002158,0,4.173294639,Medium,0.255551338
25,Male,Brazil,3.349799713,TikTok,4,Socializing,20.1117687,1,6.854519475,Medium,52.35689361
26,Female,Germany,4.74604585,Instagram,1,Education,17.08265327,0,6.356011946,Medium,57.20294425
15,Female,USA,3.659581596,TikTok,1,Socializing,25.28495691,1,8.076641663,Medium,59.69630645
25,Male,India,4.757206254,Instagram,3,Socializing,29.27432651,1,5.447302834,Medium,74.16740545
18,Male,India,0.5,TikTok,2,Socializing,34.69998269,0,10,Low,41.63671071
14,Female,USA,2.830532298,TikTok,1,Socializing,11.51850981,1,6.718386716,Medium,33.71356911
15,Male,India,5.120889495,YouTube,2,Education,7.558626497,0,5.497860068,High,56.73959696
17,Other,Canada,4.331560011,Instagram,2,Content Creation,22.54915924,1,5.72197497,Medium,21.28209508
27,Female,UK,1.299197153,TikTok,2,Entertainment,34.95249171,1,7.808957847,Low,53.75046959
21,Male,India,3.957594173,TikTok,3,Education,21.51430448,0,6.933438594,Medium,68.53706857
14,Male,USA,1.145079863,TikTok,1,Entertainment,18.21877397,0,8.937952595,Low,14.82249095
22,Male,Germany,4.962909459,TikTok,2,Education,28.16794947,1,7.226602968,Medium,47.70323418
20,Male,Germany,5.05427787,TikTok,5,Socializing,35.45433451,1,7.00505853,High,41.18284651
26,Male,USA,2.015911172,Instagram,1,Socializing,28.44755609,1,8.189471516,Low,19.3231938
14,Male,Canada,3.508729834,TikTok,5,Entertainment,16.3291707,1,7.564033378,Medium,37.14901716
23,Male,Brazil,2.933535694,Instagram,4,Education,25.87671339,0,7.828848597,Medium,72.85081725
25,Female,India,4.444019951,Instagram,1,Education,33.67390728,0,5.572617558,Medium,70.99153238
17,Female,Canada,0.5,YouTube,3,Entertainment,26.30339213,0,9.408251517,Low,38.01190321
19,Male,Brazil,3.256754867,Instagram,1,Socializing,39.73299006,0,7.414147125,Medium,45.98638332
20,Female,Germany,3.453829672,Snapchat,3,News,27.32692898,1,6.289482048,Medium,38.83396472
13,Female,India,2.835575891,YouTube,2,Content Creation,33.70536426,1,6.450880848,Medium,17.80021401
18,Male,India,2.710296297,TikTok,4,Entertainment,10.96609368,0,7.903445169,Medium,46.50945611
13,Male,USA,5.183862932,Instagram,1,Content Creation,23.10045805,1,7.758159372,High,38.58186051
14,Male,Canada,3.464890373,TikTok,3,Socializing,21.33691574,0,5.919611924,Medium,47.59116964
27,Male,Germany,4.421347777,Instagram,5,Education,20.43755667,1,6.05711074,Medium,20.64749514
13,Male,USA,4.481030668,YouTube,2,News,29.81593809,0,7.054891035,Medium,23.39874375
23,Male,Australia,2.288882977,Instagram,1,Education,27.46398131,0,7.721479425,Low,17.73689807
17,Female,India,4.532727376,Snapchat,4,Entertainment,6.234117749,1,5.834544646,Medium,52.55435357
22,Male,India,6.110266842,Instagram,4,Socializing,11.48471991,1,3.993790355,High,0
27,Male,India,4.507137335,Instagram,5,News,24.12961895,0,7.703278946,Medium,28.29420945
21,Male,UK,6.061991318,YouTube,4,Socializing,12.82605598,0,4.010320519,High,39.97246002
18,Female,USA,3.984195745,Instagram,2,Socializing,16.34541554,1,6.402597927,Medium,45.73791086
23,Female,India,4.632450489,Instagram,3,Entertainment,28.10090047,0,5.741709588,Medium,27.83055523
23,Female,UK,4.162694372,TikTok,2,Entertainment,28.47929467,1,8.582524984,Medium,37.7706939
13,Male,UK,2.475547127,TikTok,4,Entertainment,21.14557837,0,8.237505634,Low,55.55022065
25,Male,USA,3.64445203,TikTok,2,Socializing,16.66721885,0,5.821318081,Medium,42.39404553
13,Male,India,2.772235343,Instagram,5,Education,32.07846167,1,9.185004409,Medium,15.84702238
14,Female,UK,4.795643797,Instagram,4,Socializing,25.59649225,1,6.416700546,Medium,71.878024
21,Male,Australia,5.96881598,Instagram,5,Education,32.81357892,0,5.385961552,High,72.55253357
15,Male,India,3.685103903,Snapchat,1,Content Creation,35.56235564,0,8.47901719,Medium,61.23819152
27,Other,USA,1.298386433,Instagram,2,Entertainment,22.60770162,0,9.210209304,Low,59.67008328
13,Female,India,3.249552336,TikTok,2,Entertainment,41.88234264,0,7.686004702,Medium,6.496975924
17,Male,Germany,4.700444388,Instagram,5,News,31.90100219,0,6.804313314,Medium,20.43530431
19,Male,USA,5.302962869,Instagram,4,Education,21.07762231,1,5.369655554,High,53.5429892
18,Male,Australia,5.454806225,Snapchat,1,Entertainment,20.51439693,1,5.584555939,High,39.54606819
24,Male,Canada,6.320168536,Snapchat,5,Entertainment,48.99148874,1,4.658418831,High,30.05664668
13,Male,USA,3.330905963,YouTube,2,Socializing,31.81702808,0,6.589878729,Medium,0.350162328
17,Male,India,3.917487563,YouTube,2,Socializing,18.1783157,1,4.592304827,Medium,75.30994651
27,Male,India,8.740484101,TikTok,3,News,10.52687333,1,2.510731166,High,34.34404609
17,Male,UK,3.684756282,Twitter,2,Socializing,20.84628903,1,5.363585828,Medium,30.46732428
18,Male,India,6.226442893,TikTok,2,Entertainment,25.18774839,0,5.087157026,High,53.13213023
15,Male,UK,4.767881729,Instagram,2,Entertainment,42.45354725,1,6.226657973,Medium,21.46771479
17,Female,USA,4.490062848,Instagram,2,Entertainment,27.04493065,0,6.329780226,Medium,19.20415345
19,Female,Brazil,3.711931164,TikTok,1,Education,16.49290236,1,6.772598407,Medium,50.23155634
17,Female,India,3.529186085,Twitter,2,Entertainment,40.12906084,1,8.071036661,Medium,0
17,Other,Canada,4.089782152,YouTube,2,Entertainment,18.86357915,1,6.567659677,Medium,49.04714965
17,Male,Germany,3.960843111,Snapchat,1,Entertainment,13.49624506,1,6.515610082,Medium,32.32531788
22,Female,USA,3.048664838,YouTube,5,Socializing,42.02464257,1,6.583861292,Medium,89.78591485
22,Male,Australia,1.670675261,YouTube,5,Entertainment,29.47462219,0,8.133782527,Low,15.05385889
15,Female,India,3.59188268,Instagram,3,Socializing,26.74874558,1,5.929567233,Medium,30.15494409
13,Female,Brazil,4.63197045,Instagram,4,Entertainment,19.68507028,0,6.482712237,Medium,37.30944684
17,Male,USA,2.43346378,YouTube,2,Socializing,27.71650519,1,8.221832605,Low,55.43666715
26,Male,Brazil,4.155575626,TikTok,5,Socializing,7.741025151,1,8.134081293,Medium,44.48862625
21,Male,USA,5.420375547,Snapchat,5,Education,17.34383647,1,4.514379957,High,91.43669942
